id,sender,body,type
3352,9.19442E+11,*Dear AspirantGet admission for PGDM/MMS/MBAcourses in *Top Colleges of Mumbai/Pune against NRI/Mgmt Quota SeatsFor any Assistance call +91-9028009835,spam
3353,AX-SBIUPI,Dear UPI user A/C X7819 debited by 75.0 on date 20Dec23 trf to A D Mart Refno 335483826468. If not u? call 1800111109. -SBI,banking
3354,SYMSIU,"1 Day left to lead the Data Science industry with MBA (Data Sciences & Data Analytics) from Symbiosis, SCIT Pune. Highest Package 30 LPA Pay Now: bit.ly/45tutLE",spam
3355,SYMSIU,"1 Day left to lead the Data Science industry with MBA (Data Sciences & Data Analytics) from Symbiosis, SCIT Pune. Highest Package 30 LPA Pay Now: bit.ly/45tutLE",spam
3356,CP-IBSMBA,Only 6 Hours Left to Transform Your Career with IBS! Applications Closing Today! Top Placement 58.19 LPA | 500 Scholarships | Apply Now https://bit.ly/475PfBN,spam
3357,CP-IBSMBA,Last 3 hours IBSAT 2023 Applications will close! IBS HYDERABAD | NIFT RANK 40 | AACSB Accredited | 94% placement 9 IBS campuses Apply https://bit.ly/41zglAi,spam
3358,AD-AIRTEL,"Service Update: Due to a technical issue you may experience disruption on your Airtel Xstream Fiber services. The expected time to resume your services is 21 December 2023, 4:21 PM. We apologize for the inconvenience caused.",spam
3359,AD-AIRTEL,Service Update: Services for your Airtel Xstream Fiber have been restored. You can now experience seamless services. We are sorry for the inconvenience caused to you and thank you for your patience.,spam
3360,AZ-AIRSBL,"Service Update: Due to a technical issue, you might experience disruption in your Airtel Xstream Fiber (02015016403_wifi). You can expect the services to resume by 21/12/23 04:41 PM. We apologize for the inconvenience caused.",spam
3361,JK-SBIUPI,Dear UPI user A/C X7819 debited by 140.0 on date 21Dec23 trf to PRASAD PANDILLA Refno 335530510618. If not u? call 1800111109. -SBI,banking
3362,AZ-AIRTEL,"Muft Rs51 aapka intezaar kar raha hai!Abhi Airtel Wallet ke liye sign up karein aur aasaan, surakshit bhugtan ka aanand lein. Aaj hi judein i.airtel.in/get_Rs51",spam
3363,VK-ICICIS,"ICICI Bank invites you to participate in the pilot of the Digital Rupee issued by RBI. To learn more, visit icici.co/DUvOdz8yWG5 or call our customer care. T&Cs.",spam
3364,JK-SAMCOO,"Dear Investor, Expecting volatility with markets close to all-time high levels? Invest in SAMCO DAAF - A unique hybrid fund that can dynamically transform to 100% debt mode to protect downside during downtrends and to 100% equity mode during uptrends. NFO Closes Today - 21 Dec. Subscribe - https://sam-co.in/daaf. Mutual Fund investments are subject to market risks, read all scheme related documents carefully. - Samco",spam
3365,AZ-AIRSBL,Service Update- We're still working to resolve the technical issues. You can expect your Airtel Xstream Fiber services to resume by 21/12/23 07:41 PM. We thank you for your patience.,spam
3366,AX-ATHENS,"Dear MBA Aspirant,CAT & NMAT Accepted By Athena School Of Management-Mumbai For Admission & Scholarship.Details- bit.ly/3uS2bOoCall- 9699589946 -Athena",spam
3367,AZ-AIRSBL,Services for your Airtel Xstream Fiber have been restored. Now experience seamless Wi-Fi service! We thank you for your patience & apologize for the inconvenience caused.,spam
3368,VM-IIMLKO,"Dear Candidate,CAT 2023 Result is LIVE.Visit https://iimcat.ac.in/.All the best.IIM Lucknow",spam
3369,JX-PEGMBA,"Dear Applicants, ISB&M AICTE Approved PGDM Application Deadline 20th Jan. Apply with CAT Scores by clicking here: www.isbmadmissionapplications.in/ ISBM PEOPLES EMPOWERMENT GROUP",spam
3370,SOILPG,Webinar at 07:00 PM TodaySOIL 2 Year PGDM Journey - Meet Students with NMAT 220+ ScoreRegister at bit.ly/4axXjhySOIL Institute of Management,spam
3371,AX-SBIUPI,Dear UPI user A/C X7819 debited by 70.0 on date 21Dec23 trf to CAKES N PETALS Refno 335550866341. If not u? call 1800111109. -SBI,banking
3372,JD-IIMLKO,"Dear Candidate,User ID - 23038546Password - 8858279Kindly do not share login id and password with spams.IIM Lucknow",spam
3373,JK-SBIUPI,Dear UPI user A/C X7819 debited by 168.0 on date 21Dec23 trf to NUSRAT BABUMIYA Refno 335574856355. If not u? call 1800111109. -SBI,banking
3374,CP-GIBSBL,Deadline Alert: GIBS B-School's PGDM application closes Tomorrow | Top ROI B-SchooI | Accept CAT/MAT/NMAT | Apply Now: https://tx3.in/ZBEG/QJLh1h2,spam
3375,VM-GIBSIN,"Today is your last chance to apply for the PGDM prog at GIBS Business School, Bangalore | 70% practical Exposure | Apply Now: https://npfs.in/9c05bThLb",spam
3376,TM-LNKART,"Dear Customer, 2024 CREDITED for New Year. Get 20.24%OFF on Lenskart eyewear over 2500.Code: L24-ROHA575184, valid till 4 Jan 2024. TnCApp: lskt.me/j0",spam
3377,AX-SBIUPI,Dear UPI user A/C X7819 debited by 70.0 on date 22Dec23 trf to MOHAMMAD   ALI Refno 335658270368. If not u? call 1800111109. -SBI,banking
3378,SYMSIU,Don't miss the chance to boost your career with SIBM Nagpur's premier MBA programme under Symbiosis. Complete your payment today  bit.ly/3NyhuC3,spam
3379,SYMSIU,Don't miss the chance to boost your career with SIBM Nagpur's premier MBA programme under Symbiosis. Complete your payment today  bit.ly/3NyhuC3,spam
3380,AD-TOITBP,"Hi Rohan , your position in the queue is 2 at Toit - Kalyani Nagar. We are very sorry to make you wait. For real time updates on your waitlist position, visit https://rvg.page.link/VQVU - Team Toit",spam
3381,AD-TOITBP,"Hi Rohan , your position in the queue is 2 at Toit - Kalyani Nagar. We are very sorry to make you wait. For real time updates on your waitlist position, visit https://rvg.page.link/VQVU - Team Toit",spam
3382,AX-SYMSTS,"Open Doors to Rewarding Career Opportunities with an MBA from Symbiosis SSBF. Complete your payment for the MBA programme today, Apply now.   bit.ly/3Qg1vKL",spam
3383,AX-SBIUPI,Dear UPI user A/C X7819 debited by 80.0 on date 22Dec23 trf to PRAVINA SANJAY D Refno 372269758820. If not u? call 1800111109. -SBI,banking
3384,AX-SBIUPI,Dear UPI user A/C X7819 debited by 1759.0 on date 22Dec23 trf to PH4 FOOD AND BEV Refno 335666737720. If not u? call 1800111109. -SBI,banking
3385,SYMSIU,Don't miss out on the application process of the top ranked Communication College in India. Pay Now for MBA (CM) at Symbiosis SIMC Pune. Visit: bit.ly/3M4klSD,spam
3386,JD-SBIUPI,Dear UPI user A/C X7819 debited by 40.0 on date 22Dec23 trf to RAMESHWAR VISHWA Refno 335672767923. If not u? call 1800111109. -SBI,banking
3387,JD-SBIUPI,Dear UPI user A/C X7819 debited by 198.0 on date 22Dec23 trf to BASAVRAJ SHRIMAN Refno 335674158194. If not u? call 1800111109. -SBI,banking
3388,CP-GIBSCG,"Hello! Aspirants, Deadline Tonight! Your chance to join GIBS PGDM ends at 11:59 PM. Apply immediately: https://tx3.in/VO93/QJLh1h2",spam
3390,VK-ZEPTON,"Rohan, Christmas offers for you - Rs. 50 free wallet cash & FREE delivery on your first 5 orders. Order groceries on Zepto: https://s.zepto.co.in/tC90/yy",spam
3391,AD-MAXFSN,"Ho-Ho-Ho, Celebrate with MAX Mania UNDER 499 SALE!Choose from WIDE range of Garments & Footwear- ALL UNDER Rs 499!Visit Max Fashion store NOW!bit.ly/41rS6ni",spam
3392,VD-IMSIND,"Join IMS webinar, Careers  in  Human  Resources  by Wales Dsouza|Reliance |XLRI Jamshedpur|24 Dec. @11 AM. Register: http://tinyurl.com/FY-HRM",spam
3393,CP-ISHINF,Last Few Days Left to Register and Pay for MBA at SICSR Pune. Get one step closer towards a rewarding career with Symbiosis. bit.ly/4avS6XB ISHINF,spam
3394,CP-CRACKU,You are eligible for Cracku CAT 2024 Repeater's Scholarship based on your CAT 2023 score. Enroll now: https://cracku.in/cat-repeater-scholarship,spam
3395,JD-SBIUPI,Dear UPI user A/C X7819 debited by 50.0 on date 23Dec23 trf to Shree Sai Enterp Refno 335787534168. If not u? call 1800111109. -SBI,banking
3396,JX-PEGMBA,"Applications invited for ISB&M-Bangalore, AICTE Approved PGDM Programme. Avg CTC 10. 6 LPA Apply https://isbmb.ac.in/ Call 8197978383. PEOPLES EMPOWERMENT GROUP",spam
3397,AZ-650024,"Content Dhamaka Offer! Rs149 mein 30 din ke liye Airtel Xstream App par SonyLIV, EROSnow aur 16+ OTT ka access payein. i.airtel.in/RC149",spam
3398,AD-AIRTEL,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",spam
3399,AX-SBIUPI,Dear UPI user A/C X7819 debited by 270.0 on date 23Dec23 trf to GAJANAN DNYANESH Refno 335798626196. If not u? call 1800111109. -SBI,banking
3400,AD-650022,"Wi-Fi signal now in every room! With Wi-Fi Coverage+ by Airtel Xstream Fiber, say bye-bye to coverage issues & enjoy seamless Wi-Fi for all your internet needs! Click here i.airtel.in/Coverage",spam
3401,JX-PEGMBA,"Dear Applicants, Hurry! Last few hours left to submit your application at ISB&M. Complete your form now www.isbmadmissionapplications.in/ ISBM PEOPLES EMPOWERMENT GROUP",spam
3402,AD-SBIUPI,Dear UPI user A/C X7819 debited by 270.0 on date 23Dec23 trf to RITESH BALIRAM S Refno 335711810114. If not u? call 1800111109. -SBI,banking
3403,JK-SBIUPI,Dear UPI user A/C X7819 debited by 180.0 on date 23Dec23 trf to Amazon India Refno 335714246703. If not u? call 1800111109. -SBI,banking
3404,AD-TRAIND,Please be informed that TRAI does not issue NOC for installation of mobile towers. If a fraudster approaches you with such a letter the matter may be reported to the concerned mobile service provider.,spam
3405,AX-IMSIND,"Don't miss IMS webinar, Careers in Human Resources by Wales Dsouza| Reliance |XLRI Jamshedpur| |Today @ 11 AM. Register: http://tinyurl.com/FY-HRM",spam
3406,AD-650025,Tap back to your favourite song moments on Wynk - all for FREE!Enjoy unlimited streaming of top charts. Play now! https://open.wynk.in/wynk1,spam
3407,CP-CRACKU,You are eligible for Cracku CAT 2024 Scholarship based on your previous score. Enroll here: https://cracku.in/cat-repeater-scholarship,spam
3408,9.19916E+11,Low Score in Exam!Admission in MBA/ MMS/ PGDMin Top Management Institute of Mumbai/ Pune through NRI/Mgmt Quota SeatsFor AssistanceCall:9930138601,spam
3409,AX-SBIUPI,Dear UPI user A/C X7819 debited by 185.0 on date 24Dec23 trf to A D Mart Refno 335829874720. If not u? call 1800111109. -SBI,banking
3410,AX-397557,MBA 2024 Application Deadline at BML Munjal Univ [Hero Group] on 27th Dec. Apply with CAT/NMAT Scores to get upto 100% Scholarship- bit.ly/46PJTdL,spam
3411,AZ-650024,Sirf Rs. 900 mein full HD entertainment!Airtel Digital TV prapt karein aur free installation ka anand lein.Yahan click karein i.airtel.in/Online-Savvy,spam
3412,CP-ISHINF,"SIOM's MBA in Agri-Operations has industry partners like IFFCO,UPL, Adani Wilmar, ADM, Gramheet, UPL, Nandi Seeds and many more. Apply now bit.ly/3ZuI7fW ISHINF",spam
3413,AD-650022,"Wi-Fi connectivity, even without electricity!Yes, you heard it right! Enjoy internet even during power-cuts for up to 4 hrs with Airtel Xstream Wi-Fi Power Backup & get 1 yr warranty.To know more, visit i.airtel.in/Get-ups1",spam
3414,CP-CRACKU,Enroll to Cracku XAT 2024 crash course by last year topper (99.998%iler): https://cracku.in/xat-crash-course#package,spam
3415,SNITCH,"Hey, you deserve a Christmas present! So here's FLAT 25% OFF on Rs 1999/- for you. Code: SANTAClaim it now! https://snitch.page.link/zkG1-SNITCH",spam
3417,AD-650025,Reminder mobile 7219575184 : You're pre-qualified for Airtel Axis Bank Credit Card. Visit https://i.airtel.in/FreeCreditCrard5,spam
3418,AX-SBIUPI,Dear UPI user A/C X7819 debited by 150.0 on date 25Dec23 trf to ANJALI FOODS Refno 335963793356. If not u? call 1800111109. -SBI,banking
3419,AX-SBIUPI,Dear UPI user A/C X7819 debited by 70.0 on date 25Dec23 trf to Bhavani Mart Refno 335976741516. If not u? call 1800111109. -SBI,banking
3421,AD-SBIUPI,Dear UPI user A/C X7819 debited by 85.0 on date 26Dec23 trf to Reshma Sandip P Refno 336099004038. If not u? call 1800111109. -SBI,banking
3422,SYMSIU,Ready to explore finance dynamics? Register now bit.ly/3TzNx8N for the webinar of Symbiosis SSBF! Learn about Working Capital Cycle Analysis across businesses.,spam
3423,SDABAC,"Dear Candidate,Apply with NMAT or Bocconi test. Scholarships on merit bit.ly/imb-applyDeadline: Jan 22, 2024-SDA Bocconi Asia Center",spam
3424,AX-397557,Apply with CAT score for MBA 2024. Deadline TOMORROW at BML Munjal Univ [Hero Group]. 80+ Recruiters | Highest CTC 25.90 LPA. -bit.ly/46PJTdL,spam
3425,VK-ZEPTON,"Rohan, It's savings season - Rs. 50 free wallet cash for you & FREE delivery on your first 5 orders over Rs. 99. Zepto now: https://s.zepto.co.in/tC90/cfs",spam
3426,JX-PEGMBA,"Limited seats are available for AICTE approved PGDM prog of ISB&M - Bangalore's  Best B-School. Avg. CTC: 10.6 LPA Click on https://isbmb.ac.in, or call 8197978383, PEOPLES EMPOWERMENT GROUP",spam
3427,AD-650025,"Enjoy endless replays of top hits, all FREE on Wynk Music.Start playing now! Install Now https://open.wynk.in/wynk1",spam
3428,AD-650022,"Smart security at just Rs. 119/month + FREE expert installation! Keep an eye on your home/office from anywhere, anytime with Airtel Xsafe Wi-Fi based security cameras. i.airtel.in/Safety",spam
3429,NBClub,"Hi  rohan kavari, Welcome back to NoBroker! Enjoy FREE lifetime Owner's Club membership and get amazing benefits. Join now:u1.mnge.co/mRxE8V9",spam
3430,CP-ISHINF,"Symbiosis SICSR is hosting a WhatsApp session on 27th Dec, 4pm to 5pm Know the scope and demand for MBA Digital Transformation. Join here: bit.ly/3TAp9E2 ISHINF",spam
3431,JK-SBIUPI,Dear UPI user A/C X7819 debited by 60.0 on date 27Dec23 trf to NEW A D MART Refno 372737231667. If not u? call 1800111109. -SBI,banking
3432,AXISMF,"Dear Investor, your Change of Nominee request has been processed. Folio 91090398984. Axis MF",spam
3433,AZ-AIRTEL,Surprise! Aapko 2GB muft data mila hai.Iske khatam hone se pehle Airtel Thanks app par isko claim karein. Keval pehli baar download karne par manya.i.airtel.in/2GB_FR,spam
3434,JK-KFINMF,"Dear Investor, We have received your request for nomination in Folio-XXXXXXX8984. For more details on the nomination, please click at https://services.kfintech.com/K/K?S=mxm232278Bmi KFIN MFS",spam
3435,CP-397557,Apply for MBA 2024 at BML Munjal Univ [Hero Group] with CAT/NMAT Score & get upto 100% scholarship. Application Deadline: 27th Dec- bit.ly/46PJTdL,spam
3436,SYMSIU,Just 1 day left! Embrace finance insights! Enroll for the Comparative Working Capital Cycle Analysis webinar by Symbiosis SSBF. Secure your spot:  bit.ly/3TzNx8N,spam
3437,AX-SBIUPI,Dear UPI user A/C X7819 debited by 175.0 on date 28Dec23 trf to SANTOSH MARUTI A Refno 336256625092. If not u? call 1800111109. -SBI,banking
3438,AD-650025,"Dear User, We've updated your mobile number 7219575184 to receive Airtel Axis Bank Credit Card details. For additional information, Visit https://i.airtel.in/FreeCreditCrard5",spam
3439,LNKART,"Dear Customer, You would miss being a Lenskart Gold Max Member. Renew your membership & keep enjoying a host of benefits.Store: lskt.me/m7App: lskt.me/ph",spam
3440,SYMADM,Don't miss out! Symbiosis SSBF is hosting  SNAP Preparation webinar on : bit.ly/3TzNx8N. Level up your prep with expert tips. Register now. Only: 3 hours  Left,spam
3441,SYMADM,Don't miss out! Symbiosis SSBF is hosting  SNAP Preparation webinar on : bit.ly/3TzNx8N. Level up your prep with expert tips. Register now. Only: 3 hours  Left,spam
3442,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3443,SYMSIU,Last 2 hours left until the webinar! Enroll for Symbiosis SSBF's Comparative Working Capital Cycle Analysis session. Register now: bit.ly/3TzNx8N,spam
3444,SYMSIU,Last 2 hours left until the webinar! Enroll for Symbiosis SSBF's Comparative Working Capital Cycle Analysis session. Register now: bit.ly/3TzNx8N,spam
3445,JD-SBIUPI,Dear UPI user A/C X7819 debited by 15.0 on date 28Dec23 trf to PRASAD PANDILLA Refno 372898570462. If not u? call 1800111109. -SBI,banking
3446,SYMSIU,Just 30 min  left! Expand your finance know-how! Join Symbiosis SSBF's webinar on Comparative Working Capital Cycle Analysis Register: bit.ly/3GZYxET,spam
3447,AZ-650024,Ek aur prepaid SIM chahiye? Unlimited 5G data aur complimentary 17+ OTTs ka subscription 1 mahine tak apni nayi SIM activation ke saath na khoyein! Payein ghar bethe delivery bina kisi atirikat shulk ke. Click i.airtel.in/prepaid55,spam
3448,CP-ISHINF,"Your gate way to career in Digital Technology.Embark on a successful journey with MBA Digital Transformation with Symbiosis, Pune.Apply - bit.ly/3MfblKK ISHINF",spam
3449,CP-ISHINF,8 days left! Register & pay for Symbiosis Institute of Operations Management. No deadline extension this year! Apply Now bit.ly/46WxEwt. ISHINF,spam
3450,JD-SBIINB,402074 is OTP to reset your State Bank Internet Banking Login Password. Do not share with anyone. -SBI,otp
3451,JK-SBIINB,341547 is OTP to reset your State Bank Internet Banking Login Password. Do not share with anyone. -SBI,otp
3452,JK-SBIINB,962000 is OTP to reset your State Bank Internet Banking Login Password. Do not share with anyone. -SBI,otp
3453,AD-SBIINB,579568 is OTP to login to SBI Internet banking(Personal) . Do not share with anyone. -SBI,otp
3454,JD-SBIINB,763717 is OTP to login to SBI Internet banking(Personal) . Do not share with anyone. -SBI,otp
3455,TX-ATHENM,"Dear NMAT Candidate, Ur NMATbyGMAC Score makes u eligible for Scholarship at Athena School of Management- Mumbai Apply NOW on bit.ly/3uS2bOo .Call 9699589946",spam
3456,JM-MAXFSN,MAX Mania UNDER 499 SALE - year end bonanza!Wide range of Kidswear @FLAT 99 & 199Men & Women garments UNDER 499Rush to a MAX Fashion store NOW!TnC,spam
3457,VK-ZEPTON,"Rohan, Save on New Year essentials with Rs. 50 free wallet cash & FREE delivery on the first 5 Zepto orders over Rs. 99: https://s.zepto.co.in/tC90/nb",spam
3458,AD-650025,"No more ads, just music! Get Wynk Premium at just Rs. 49. Enjoy uninterrupted music anytime, anywhere. Go premium. https://open.wynk.in/wynk1",spam
3459,CP-ISHINF,"Elevate your career in the Digital technology! Get placed with KPMG, Amazon, EY & more. Complete your application now for Symbiosis SICSR- bit.ly/3MfblKK ISHINF",spam
3460,JD-SBIUPI,"Dear SBI UPI User, ur A/cX7819 credited by Rs5000 on 30Dec23 by  (Ref no 336425299438)",banking
3461,AD-AIRTEL,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",spam
3462,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3463,AZ-650024,Ek aur prepaid SIM chahiye? Unlimited 5G data aur complimentary 17+ OTTs ka subscription 1 mahine tak apni nayi SIM activation ke saath na khoyein! Payein ghar bethe delivery bina kisi atirikat shulk ke. Click i.airtel.in/prepaid55,spam
3464,20406,Apply for MBA 2024 at BML Munjal Univ [Hero Group]. AVG CTC Rs 9.40 LPA | Highest CTC Rs 25.9 LPA. NIRF Rank 72. Apply -bit.ly/46PJTdL,spam
3465,AD-650022,"Wi-Fi signal now in every room! With Wi-Fi Coverage+ by Airtel Xstream Fiber, say bye-bye to coverage issues & enjoy seamless Wi-Fi for all your internet needs! Click here i.airtel.in/Coverage",spam
3466,TX-ATHENS,"Dear MBA Candidate, TODAY is the LAST day for MBA Admissions & Scholarship Round 1 at Athena School of Management . Apply NOW on bit.ly/3uS2bOo .Call 9699589946",spam
3467,AX-PVRVIP,"Wrap up the year with the ultimate PVR INOX year-end sale! Watch any movie, any show at INR 199, 8PM onwards on 31 Dec. Book @ https://pvr.im/fF1vDK1U T&C Apply",spam
3468,AZ-AIRTEL,"500 MB high speed data: left in your current pack. To continue using high speed data, recharge with Rs118 pack to get 12GB. Visit i.airtel.in/Rcharge",spam
3469,AZ-AIRTEL,"500 MB high speed data: left in your current pack. To continue using high speed data, recharge with Rs118 pack to get 12GB. Visit i.airtel.in/Rcharge",spam
3470,CP-SNITCH,"Hey, you 'new' we wouldn't end the year without a BANG! Get 24% OFF on Rs 1899/- sitewide! Code: HNY24Shop Now! https://snitch.page.link/zkG1-SNITCH",spam
3471,AD-SBIUPI,Dear UPI user A/C X7819 debited by 475.0 on date 31Dec23 trf to RAHUL KUKREJA Refno 336571593823. If not u? call 1800111109. -SBI,banking
3472,AZ-650024,"Aap Scam 2003 - The Telgi Story aur The Jengaburu Curse jaise dekhe Jane vale show Miss kar rahein hai!Payein Airtel Xstream Play aur Anand lein 15+ OTTs saath hi Sony LIV, Eros Now, Lionsgate Play, hoichoi, Chaupal aur bahut kuch. Dekhein movie, web series aur bahut kuch sabhi ek hi app mein. Abhi Download karein open.airtelxstream.in/XPPSSia",spam
3473,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3474,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3475,AX-SBIUPI,Dear UPI user A/C X7819 debited by 10.0 on date 31Dec23 trf to RAHUL KUKREJA Refno 336575461580. If not u? call 1800111109. -SBI,banking
3476,AD-SBIUPI,Dear UPI user A/C X7819 debited by 200.0 on date 31Dec23 trf to SHARDUL VIDHYADH Refno 336576532585. If not u? call 1800111109. -SBI,banking
3477,AD-SBIUPI,Dear UPI user A/C X7819 debited by 80.0 on date 31Dec23 trf to VIJAY DATTATRAYA Refno 373191972816. If not u? call 1800111109. -SBI,banking
3478,AX-SBIUPI,Dear UPI user A/C X7819 debited by 1939.0 on date 31Dec23 trf to EPULA HOSPITALIT Refno 336593904755. If not u? call 1800111109. -SBI,banking
3479,JD-ZEPTON,"Rohan, Rs.50 free cash added to your wallet & FREE delivery on the first 5 Zepto orders. Start off 2024 with savings: https://s.zepto.co.in/tC90/vu",spam
3481,AZ-AIRTEL,"50 MB high speed data: left in your current pack. To continue using high speed data, recharge with Rs118 pack to get 12GB. Visit i.airtel.in/Rcharge",spam
3482,AZ-AIRTEL,Surprise! Aapko 2GB muft data mila hai.Iske khatam hone se pehle Airtel Thanks app par isko claim karein. Keval pehli baar download karne par manya.i.airtel.in/2GB_FR,spam
3483,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3484,AZ-AIRINF,"You have successfully redeemed 2 GB data. This data is valid for 1 day, TnC Apply. For more info, visit Airtel Thanks App.",spam
3485,JX-PEGMBA,"Dear Applicants, Hurry! Last few hours left to submit your application at ISB&M. Complete your form now www.isbmadmissionapplications.in/ ISBM PEOPLES EMPOWERMENT GROUP",spam
3486,JD-ICICIT,"ICICI Bank Account XX977 credited:Rs. 18,600.00 on 01-Jan-24. Info CMS* CMS3820988090*CONMOVE P. Available Balance is Rs. 18,613.00.",banking
3487,JK-ICICIT,ICICI Bank Acct XX977 debited for Rs 5000.00 on 01-Jan-24; ANUPAMA UMESH K credited. UPI:400174311334. Call 18002662 for dispute. SMS BLOCK 977 to 9215676766.,banking
3488,AD-IPRUMF,"Dear Investor, Greetings from ICICI Prudential Mutual Fund! Please note that the base Total Expense Ratio (TER) of ICICI Prudential Smallcap Fund - Direct Plan - Growth will be revised from 0.53 % to 0.50 % with effect from January 08, 2024.Please refer the website of ICICI Prudential Mutual Fund (www.icicipruamc.com) for TER details.IPRUMF",spam
3489,VX-IMSIND,"Dear Rohan kavari, Your One-Time Password(OTP) is 981540 for Booking a slot. Please Do not share this password with anyone. Team IMS.",otp
3490,AZ-AIRINF,"Hi, we have processed Rs. 65.0 for your Airtel Mobile 7219575184. The payment will be updated within 1 hrs. Please keep your order ID 7147828035400540160 for future reference. Track your payment status via  https://i.airtel.in/Recharge-Bills",spam
3491,Airtel,"Recharge of INR 65.00 is successful for your Airtel Mobile on 02-01-2024 11:27, Transaction ID 13109511.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Would you like to refer Airtel Prepaid to your friends & family and save Rs100 on your next recharge? Click i.airtel.in/ref",bill
3492,Airtel,"Enjoy 4GB data valid till your current pack validity.Also get EXTRA 2GB on your next recharge of Rs65 for your Airtel Mobile, only on Airtel Thanks App. Click i.airtel.in/rech_now",spam
3493,AD-AIRTEL,"Service Update: Due to a technical issue you may experience disruption on your Airtel Xstream Fiber services. The expected time to resume your services is 2 January 2024, 6:20 PM. We apologize for the inconvenience caused.",spam
3494,AZ-650024,Payein Rs300 ka discount apne agle recharge par!Airtel Thanks App par aaj hi apne doston ko koi bhi Airtel service refer kareinAbhi refer karein- i.airtel.in/Act_no5g,spam
3495,AD-AIRTEL,Service Update: Services for your Airtel Xstream Fiber have been restored. You can now experience seamless services. We are sorry for the inconvenience caused to you and thank you for your patience.,spam
3496,JD-ZEPTON,"Hi Rohan, Rs. 50 free cash, FREE delivery on first 5 orders & up to 50% off - Special Super Saving Days offers. Zepto now: https://s.zepto.co.in/tC90/2m",spam
3497,AD-650022,"Smart security at just Rs. 119/month + FREE expert installation! Keep an eye on your home/office from anywhere, anytime with Airtel Xsafe Wi-Fi based security cameras. i.airtel.in/Safety",spam
3498,AD-650025,"Network troubles? Wynk's got you covered! Enjoy uninterrupted offline music with unlimited downloads, and more for just Rs. 49 https://open.wynk.in/wynk1",spam
3499,AX-ADHAAR,"OTP for Aadhaar (XX1437) is 996259 (valid for 10 mins). To update Aadhaar, Upload documents on myaadhaar.uidai.gov.in or visit Aadhaar Center. Call 1947 for info. -UIDAI",otp
3500,BV-VAAHAN,Your application 32942224 for LL(MCWG) is received. To check Application status use link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?as=32942224 MoRTH,spam
3501,BV-VAAHAN,Payment Received. Your Receipt No:MHX/45091 and Bank Reference Number:436914990991. MoRTH.,spam
3502,BV-VAAHAN,"Congratulations, now there is no need to visit RTO for LL test, you may take the LL test with the same application ID. Click on the link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?ll=32942224 and password is 5NW54W. MoRTH",spam
3503,BZ-VAAHAN,Your Learner Licence: MH14 /0001596/2024 is Approved. Download link:https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?q=32942224 MoRTH,spam
3504,BZ-VAAHAN,Your OTP (One Time Password) for 32942224 is: 025618. Do not share it with anyone. MoRTH,otp
3505,BV-VAAHAN,Your OTP (One Time Password) for 32942224 is: 908954. Do not share it with anyone. MoRTH,otp
3506,BV-VAAHAN,Your OTP (One Time Password) for 32942224 is: 850045. Do not share it with anyone. MoRTH,otp
3507,ICICIT,"Lite services are enabled successfully on Google Pay. If it was not you, report to your Bank. Do not share card details/OTP/CVV with anyone-ICICI Bank",otp
3508,ICICIT,ICICI Bank Acct XX977 debited for Rs 1000.00 on 03-Jan-24; AVINASH GANESH  credited. UPI:400349881661. Call 18002662 for dispute. SMS BLOCK 977 to 9215676766.,banking
3509,TM-TNCARD,"Hi Rohan, you've unlocked NeuCard, your VIP Pass to BIG Savings. Get it at NO Joining fee for a Limited Period https://tneu.in/nCDkg1OE -Tata Neu",spam
3510,VM-MITWPU,"Rohan Kavari, Thanks for showing interest. Click https://npfs.in/vffdbTOja to access your profile and to fill the Application form for - MIT WPU",spam
3511,CP-IBSMBA,"Apply to IBS Hyderabad now! Open for candidates exempt from IBSAT, with valid NMAT/CAT/XAT/GMAT scores. AACSB | #40 NIRF RANK. Apply Now https://bit.ly/3NQDt7E",spam
